ID,Subject,Bangla,Arabic,Urdu,English,Pronunciation
PI-15,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,লাঙগলের ফাল,سِكَّةٌ,پھال,Ploughshare,(প্লাউশেয়ার)
PI-16,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,লাঙ্গল,فَدَّانٌ,ہل,Plough,(প্লাউ)
PI-17,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,"হুক, লোহার কাটা",عَقْفَاءٌ,آنکڑہ,Billhook,(বিলহুক)
PI-18,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,"রেদাঁ, হাতি পরিচালনার লাঠি",مَقْنَعَةٌ,آنکس,Goad,(গোড)
PI-19,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,ছেদন যন্ত্র,مِثْقَبٌ,برما,Compass,(কম্পাস)
PI-20,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,"রান্দা, কাঠ মসৃণ করার যন্ত্রবিশেষ",مِسْفَنٌ,رندہ,Plane,(প্লেইন)
PI-21,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools," রেঞ্জ, পেচ কাটার যন্ত্র",بِرِّيْمَةٌ,پیچ کش,Wrench,(রেঞ্চ)
PI-22,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,বেলচা,مِحْوَرٌ,بیلچہ,Rolling pin,(রোলিং পিন)
PI-23,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,স্ক্র,حَلْزُوْلِيٌّ,پیچ دار کیل,Screw,(স্ক্রু)
PI-24,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,বেলনী,"مِحْوَرَ، مِرْفَاقٌ",بیلن,Spade,(স্পেড)
PI-25,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,"বসার তক্তা, ধোপার কাপড় কাঁচার তক্তা",مَرْحَاضٌ,پٹڑا,Wooden plank,(উডেন প্লাঙ্ক)
PI-26,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,"বড় কাচি, ফোড়া বিদারণের অস্ত্র বিশেষ",مِشْرَطٌ,نشتر,Forceps,(ফোরসেপস)
PI-27,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,পিচকারী,"مِزْرَقَةٌ، مِضَخَّةٌ",پچکاری,Spray,(স্প্রে)
PI-28,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,সুতা কাটার চরকা,"مِحْلَاجٌ، عَوَّاوَةٌ",چرخی روئی کا چھکڑا,Spinning wheel,(স্পিনিং হুইল)
PI-29,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,রাঁদা,مِسْحَاجٌ,سوہان,Awl,(অল)
PI-30,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,মুচির জুতা ছেদনযন্ত্র,مِخْصَفٌ,ستاری,Plame / Leveler,(প্লেইম / লেভেলার)
PI-31,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,ওলনদড়ি,مِطْمَرٌ,معماری کا سورت,Plumb-line,(প্লাম-লাইন)
PI-32,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,তুলা ধুনার কাঠ,بِرْشِيْمَةٌ,دھننے کی کمان,Cotton cleaner,(কটন ক্লিনার)
PI-33,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,শিঙ্গা,مِحْجَمَةٌ,سینگی,Trumpet,(ট্রাম্পেট)
PI-34,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,খস্তা,مِحْفَرٌ,کستی,Crowbar,(ক্রোবার)
PI-35,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,"কোদাল, লাঙ্গল",مِحْرَاثٌ,کھودنی,Hatchet,(হ্যাচেট)
PI-36,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,কুড়াল,صَاقُوْرٌ,کلہاڑا,Nutcracker,(নাটক্র্যাকার)
PI-37,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,"যন্ত্র, গোস্ত কাটার কসাইর ছুরি",سَاطُوْرٌ,گوشت کاٹنے کا آلہ,Butcher's knife,(বুচারস নাইফ)
PI-38,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,"গুলতি, রশি দ্বারা প্রস্তুত পাথর নিক্ষেপের যন্ত্রবিশেষ",قَذَّافَةٌ,گوپھن گوپھسا,Catapult,(ক্যাটাপাল্ট)
PI-39,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,মুগুড়,مِنْطَدٌ,موگری,Mallet,(ম্যালেট)
PI-40,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,"রোলার, কর্ণিক",مِمْلَقَةٌ,مہرہ,Ruler,(রুলার)
PI-41,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,"মুগুড়, হাতুরী",مِيْتَدٌ,میخ گوٹ,Anvil,(অ্যানভিল)
PI-42,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,চাকা,عَجْلَةٌ,رہٹ,Wheel,(হুইল)
PI-43,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,"মোশক, চর্ম নির্মিত পানি বহনের থলি",زِقٌّ,مشک,Leathern water bag,(লেদারন ওয়াটার ব্যাগ)
PI-44,পেশাদারদের যন্ত্রপাতি أَدَوَاتُ أَصْحَابِ الْحِرَفِ Professional Instruments / Tools,ক্ষুর ইত্যাদি রাখার চামড়ার ব্যাগ,حَرْمَدَانٌ,نائی کی کسیٹ,Leather bag,(লেদার ব্যাগ)
PF-01,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"চোর, ছিনতাইকারী",مُخْتَلِسٌ,اچکا,Thief,(থিফ)
PF-02,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"পকেটমার, যে কাপড় কাটে",طَرَّارٌ,کاٹنا,Pickpocket,(পিকপকেট)
PF-03,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,ডাকাত,نَاهِبٌ,"ڈاکو، لٹیرا",Dacoit,(ডাকোয়েট)
PF-04,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,বরফ ওয়ালা,ثَلَّاجٌ,برف ولا,Iceman,(আইসম্যান)
PF-05,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,মাদক বিক্রেতা,حَشَّاشٌ,بھنگ فروش,Druggist,(ড্রাগিস্ট)
PF-06,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,রুটি বিক্রেতা,عَبَّاشٌ,نان فروش,Baker,(বেকার)
PF-07,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,পনীর বিক্রেতা,جَبَّانٌ,پنیر فروش,Cheese seller,(চিজ সেলার)
PF-08,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,পাখী শিকারী,صَيَّادُ الطُّيُوْرِ,چڑی مار,Bird hunter,(বার্ড হান্টার اِطَّيُّرٌ)
PF-09,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,চাক্কি বা পেষণযন্ত্র নির্মাতা,مَرْحِيٌّ,چکی بنانیوالا,Grinder,(গ্রাইন্ডার)
PF-10,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,চর্ম সংস্কারক ,دَبَّاغٌ,چھرنگ,Tanner,(ট্যানার)
PF-11,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,নকশা কারক বা রঙ্গন কাপড় বিক্রেতা,وَشَّاءٌ,چھیچی,Cloth dealer,(ক্লোথ ডিলার)
PF-12,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"কন্দকার, কোদালিয়া",خَرَّاطٌ,خرادی,Earth digger,(আর্থ ডিগার)
PF-13,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,ঢাল নির্মাতা,تَرَّاسٌ,ڈھال بنائیوالا,Shield maker,(শিল্ড মেকার)
PF-14,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,দোভাষী,تَرْجُمَانٌ,دو بھا شیا,Interpreter,(ইন্টারপ্রিটার)
PF-15,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"ঢোলক, ঢোল বাজায় ",طَبَّالٌ,ڈھولک,Drummer,(ড্রামার)
PF-16,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,কাপড় রিপুকারী ,رَفَّاءٌ,رفو گر,Darner,(ডার্নার)
PF-17,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,সাপুড়ে,حَوَّاءٌ,سپیرا,Snake charmer,(স্নেক চারমার)
PF-18,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"কাগজ বিক্রেতা, নির্মাতা",وَرَّاقٌ,کاغذی,Paper seller,(পেপার সেলার)
PF-19,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"যে কাবাব তৈরী করে, বাবুর্চী",مُكَبَّبٌ,کبابی,Cook,(কুক)
PF-20,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"ঘাসী, ঘাস বা পশুর খাদ্য বিক্রেতা",عَلَّافٌ,گھسیارہ,Grass cutter,(গ্রাস কাটার)
PF-21,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,হাতী ওয়ালা,فَيَّالٌ,ہاتھی والا,Elephant driver,(এলিফ্যান্ট ড্রাইভার)
PF-22,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"আড়তী, বাণিজ্যিক এজেন্ট",عَمِيْلٌ,آڑھتی,Commission agent,(কমিশন এজেন্ট)
PF-23,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,ডাক্তার,طَبِيْبٌ,حکیم,Physician,(ফিজিশিয়ান)
PF-24,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,ডক্টর,دُكْتُوْرٌ,ڈکٹر,Doctor,(ডক্টর)
PF-25,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,ব্যবসায়ী,تَاجِرٌ,سوداگر,Businessman,(বিজনেস ম্যান)
PF-26,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"ঔষধ বিক্রেতা, সুগন্ধি বিক্রেতা","صَيْدَلِيٌّ، أَجْزَائِيٌّ",عطار,Dentist,(ডেন্টিস্ট)
PF-27,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,দস্ত চিকিৎসক,طَبِيْبُ الْأَسْنَانِ,دندان ساز,Writer,(রাইটার)
PF-28,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,লেখক,كَاتِبٌ,منشی,Historian,(হিস্টোরিয়ান)
PF-29,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,ইতিহাসবিদ,مُوَرِّخٌ,تاریخ لکھنے والا,Barrister,(ব্যারিস্টার)
PF-30,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,ব্যারিস্টার,مُحَامٌ,بیر سڑ,Secretary,(সেক্রেটারি)
PF-31,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,সম্পাদক,مُدِيْرُ جَرِيْدَةٍ,ایڈیٹر,Wholesaler,(হোলসেলার)
PF-32,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,পাইকারী বিক্রেতা,بَائِعٌ بِالْجُمْلَةِ,تھوک فروش,Binder,(바이ন্ডার)
PF-33,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"বই বাঁধাইকারী, বাইণ্ডর",مُجَلِّدٌ,جلد ساز,Pleader,(প্লিডার)
PF-34,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,উকীল,"وَكِيْلٌ، َعَاوِيٌّ",وکیل,Teacher,(টিচার)
PF-35,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"উস্তাদ, শিক্ষক",مُعَلِّمٌ,استاد,Speaker,(স্পিকার)
PF-36,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"খতীব, বক্ত, লেকচারার",خَطِيْبٌ,"لکچرر، واعظ",Bookseller,(বুকসেলার)
PF-37,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,কিতাব বিক্রেতা,"بَائِعُ كُتُبٍ، كُتُبِيٌّ",کتب فروش,Broker,(ব্রোকার)
PF-38,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,দালাল,سِمْسَارٌ,دلال,Liar,(লায়ার)
PF-39,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"জিন নির্মাতা, মিথ্যাবাদী",سُرُوْجِيٌّ,گاٹھی فروش,Tailor,(টেইলর)
PF-40,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,কাপড় ব্যবসায়ী,"بَزَّازٌ، قَمَّاشٌ",پارچہ فروش,Confectioner,(কনফেকশনার)
PF-41,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,মিষ্টি বিক্রেতা,حَلْوَائِيٌّ,مٹھائی والا,Washerman,(ওয়াশারম্যান)
PF-42,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,দর্জী,خَيَّاطٌ,درزی,Labourer,(লেবারার)
PF-43,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,ধোপা,قَصَّارٌ,دھوبی,Butcher,(বুচার)
PF-44,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,মিষ্টি বা বেকারী দ্রব্য প্রস্তুতকারী,مِعْجَنَائِيٌّ,مٹھائی بنانے والا,Weaver,(উইভার)
PF-45,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,মজুর,"أَجِيْرٌ، فَاعِلٌ",مزدور,Cotton cleaner,(কটন ক্লিনার)
PF-46,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"জবাইকারী, কসাই",ذَبَّاحٌ,ذبح کرنیوالا,Cotton dealer,(কটন ডিলার)
PF-47,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"রুটিওয়ালা, বেকারী",فَرَّانٌ,نان بائی,Barber,(বারবার)
PF-48,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,তাঁতী,"حَائِكٌ، نَسَّاجٌ",جولھا,Printer,(প্রিন্টার)
PF-49,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,ধুনকার,نَدَّافٌ,ڈھنیاں,Carpenter,(কার্পেন্টার)
PF-50,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,তুলা বিক্রেতা,قَطَّانٌ,روئی فروش,Blacksmith,(ব্ল্যাকস্মিথ)
PF-51,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,নাপিত,"حَلَّاقٌ، مُزَيَّنٌ","نائی، حجام",Tin-man,(টিন-ম্যান)
PF-52,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,প্রিন্টার,طَبَّاعٌ,پرنٹر,Ghee seller,(ঘি সেলার)
PF-53,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,কাঠমিস্ত্রি,نَجَّارٌ,بڑھئی,Oil merchant,(অয়েল মার্চেন্ট)
PF-54,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,কামার,حَدَّادٌ,لوہار,Oilman,(অয়েলম্যান)
PF-55,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,টিন প্রস্তুতকারী,تَنْكَجِيٌّ,بٹن ساز,Magician,(ম্যাজিশিয়ান)
PF-56,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,ঘি ওয়ালা,سَمَّانٌ,گھی والا,Goldsmith,(গোল্ডস্মিথ)
PF-57,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,তেল ব্যবসায়ী,زَيَّاتٌ,تیل بیچنے والا,Shoemaker,(শু-মেকার)
PF-58,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,তেল বা জুস প্রস্তুতকারী,عَصَّارٌ,تیل نکالنے والا,Coal seller,(কোল সেলার)
PF-59,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,যাদুকর,مُشَعْوِذٌ,بازی گری,Woodchopper,(উড চপার)
PF-60,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,চোর,سَارِقٌ,چور,Gardener,(গার্ডেনার)
PF-61,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,স্বর্ণকার,صَائِغٌ,سونار,Guard,(গার্ড)
PF-62,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,মুচি,إِسْكَافٌ,موچی,Doorkeeper,(ডোরকিপার)
PF-63,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,কয়লা বিক্রেতা,فَحَّامٌ,کوئلہ فروش,Land surveyor,(ল্যান্ড সার্ভেয়ার)
PF-64,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,লাকড়ী বিক্রেতা,حَطَّابٌ,ایندھن فروش,Polisher,(পলিশার)
PF-65,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"মালী, বাগানের মালিক",بُسْتَانِيٌّ,باغبان,Coachman,(কোচম্যান)
PF-66,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"প্রহরী, পাহারাদার",نَاطُوْرٌ,دربان,Sweeper,(সুইপার)
PF-67,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,দ্বাররক্ষক ,بَوَّابٌ,دربان,Hunter,(হান্টার)
PF-68,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"পালিশকারী, ভূমি জরিপকারী",مَسَّاحٌ,پالش کرنیوالا,Mason,(মেসন)
PF-69,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,জুতা পালিশকারী,مَسَّاحُ أَحْذِيَةٍ,بوٹ پالش کرنے والا,Engineer,(ইঞ্জিনিয়ার)
PF-70,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,কোচম্যান,عَرْبَجِيٌّ,کوچبان,Diver,(ডাইভার)
PF-71,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,মেথর,نَزَّاحٌ,"مہترہ، بھنگی",Swimmer,(সুইমার)
PF-72,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,জুতা প্রস্তুতকারী,خَصَّافٌ,جوتہ بنانیوالا,Boatman,(বোটম্যান)
PF-73,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,শিকারী,صَيَّادٌ,شکاری,Gravedigger,(গ্রেভডিগার)
PF-74,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,রাজমিস্ত্রী,بَنَّاءٌ,"راج، معمار",Manager,(ম্যানেজার)
PF-75,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,ইঞ্জিনিয়ার,مُهَنْدِسٌ,انجینیر,Grocer,(গ্রোসার)
PF-76,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,ডুবুরী,غَوَّاصٌ,غوطہ زن,Burglar,(বারগ্লার)
PF-77,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,সাতারু,سَبَّاحٌ,تیراک,Grazier,(গ্রেজিয়ার)
PF-78,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,মাঝি,مَلَّاحٌ,ملّاح,Water carrier,(ওয়াটার ক্যারিয়ার)
PF-79,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,কবর খননকারী,حَفَّارٌ,گور کن,Miller,(মিলার)
PF-80,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,ব্যবস্থাপাক,سَائِسٌ,سائیس,Executioner,(এক্সিকিউশনার)
PF-81,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,মুদি ব্যবসায়ী,بَقَّالٌ,کنجڑا,Nurse,(নার্স)
PF-82,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,কাফন চোর,نَبَّاشٌ,کفن چور,Midwife,(মিডওয়াইফ)
PF-83,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,মোজা নির্মাতা,خَفَّافٌ,موزے بنا نیوالا,Wet-nurse,(ওয়েট-নার্স)
PF-84,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"ভিস্তি, পানি বহনকারী",سَقَّاءٌ,بہشتی,Hotel owner,(হোটেল ওনার)
PF-85,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,জাঁতা কলের মালিক,طَحَّانٌ,آٹا پیسنے والا,Dyer,(ডায়ার)
PF-86,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,জল্লাদ,جَلَّادٌ,درہ مار نیوالا,Coppersmith,(কপারস্মিথ)
PF-87,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,ধাত্রী-নার্স,حَاضِنَةٌ,کھلائی دایہ,Compositor,(컴পোজটর)
PF-88,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,ধাত্রী,قَابِلَةٌ,دایہ,Beautician,(বিউটিশিয়ান)
PF-89,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,দুধমাতা,مُرْضِعَةٌ,دودھ پلانے والا,Ploughman,(প্লাউম্যান)
PF-90,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,হোটেল মালিক,صَاحِبُ فُنْدُقٍ,ہوٹل والا,Farmer,(ফার্মার)
PF-91,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"রঞ্জক, যে কাপড় রং করে",صَبَّاغٌ,رنگریز,Cowboy,(কাউবয়)
PF-92,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,তামা ব্যবসায়ী,نَحَّاسٌ,کسیرا,Milkman,(মিল্কম্যান)
PF-93,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"মৃতের গোছল দাতা, ধোপা",غَسَّالٌ,مردہ نہلانے والا,Date seller,(ডেট সেলার)
PF-94,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,লিপিকার,خَطَّاطٌ,خوش نویس,Mosaic man,(মোজাইক ম্যান)
PF-95,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,বীজ/ঔষধাদি বিক্রেতা,بَزَّارٌ,پنساری,Hawker,(হকার)
PF-96,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,কনের সজ্জাকারিনী,مَشَّاطَةٌ,"دلہن کو سنوار نے والی عورت، نائن",Porter,(পোর্টার)
PF-97,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,ঝাডুদাতা,كُنَّاسٌ,چھاڑو لگانے والا,Banker,(ব্যাংকার)
PF-98,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,"কিষান, চাষী",حَرَّاثٌ,کسان,Eye specialist,(আই স্পেশালিষ্ট)
PF-99,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,কৃষক,فَلَّاحٌ,کاشتکار,Wine merchant,(ওয়াইন মার্চেন্ট)
PF-100,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,রাখাল,رَاعٍ,چرواہا,Singer,(সিঙ্গার)
PF-101,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,গোয়াল,لَبَّانٌ,دودھ والا,Hangman,(হ্যাঙ্গম্যান)
PF-102,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,খেজুর বিক্রেতা,تَمَّارٌ,کھجور والا,Fruiterer,(ফ্রুটারার)
PF-103,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,মোজাইক মিস্ত্রি,حَجَّارٌ,سنگ تراش,Camel-man,(ক্যামেল-ম্যান)
PF-104,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,মটর-বাদাম ভাজা বিক্রয়কারী,مُحَمِّصٌ,بھڑ بونجا,Well cleaner,(ওয়েল ক্লিনার)
PF-105,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,কুলি,حَمَّالٌ, قلی,Beggar,(বেগার)
PF-106,পেশা أَصْحَابُ الْحِرَفِ وَالْمِهَنِ Profession / Professionals,মুদ্রা যাচাইকারী,صَرَّافٌ,روپیہ پر کھنے والا,Monkeyman,(মাঙ্কি ম্যান)
